"Panel Type","Plus Panel","Serial #","Shooting FW","WL Control FW","Logging FW","GUI SW","Surface Check FW","Received Date","XC Base","Panel Status","Unit#","Sales Order#","Date Updated","Tracking Info","Comments","Verified","RMA","Spare","Customer District","Operating Company","Customer","Updated By","Activity","Field View History of Panel ","Viewed Digital Shooting Panel","Viewed Surface Tester","Related Panel Records","Changes Summary",
"Toolstring Verifier","","2512208-3v5","","","","","6.0","2/21/2026","Midland","Leased","8101","","2/21/2026","","","Y","","N","TWG-Midland","Matador Resources Company","The Wireline Group","Larry Beaver","","","","1479 , 1575 , 1576 , 1578 , 1668 , 1669 , 1670 , 1679","","",
"Toolstring Verifier","","2411152","","","","","5.9","10/28/2025","Midland","Leased","2618","","2/18/2026","","","Y","","N","HWS-Victoria","ConocoPhillips","Horizontal Wireline Services","Larry Beaver","","","","1475","VsPlj2dY5C4jewIidJ9dA2 , ZBVvor_q_q44yMYE5-0nT4 , y-nRGR_e5m4225v8tPsY4b , UaKzRRPx9h4XqsuxYWiBke , RyBmUukp5H4si8yDwajVpb","",
"Toolstring Verifier","","2404115-3v5","","","","","5.9","6/11/2024","Midland","At Facility","","","2/5/2026","","","Y","","","","","","Mike Grober","","","","","-Wd5t1OtU_4NMiALTZNK_a , qFlJqIM4YP4vydZAQubhlc , pfC8pl_5tn4YqxScz71Ama , eV04gx7c1B4amOPljgAaCa , HsKsKbLYqd4la7CNp1v93b , UxHfefCsol4emzMoKRN5N6","",
"Toolstring Verifier","","2510186-3v5","","","","","5.9","1/16/2026","Williston","Leased","N/A","","2/2/2026","","","Y","","N","TWG-Vernal","KODA Resources","The Wireline Group","Martin Aguilar","","","","","oq72ruxn2p4RuprHmRQ3R4 , UtCZ-M_pg942aCDbP7S-sa","",
"Toolstring Verifier","","2408137-3v5","","","","","5.9","12/6/2024","Midland","Leased","134","","2/2/2026","","","Y","","N","NES-Midland","Apache Corporation","Nine Energy Service, Inc.","Eric Williams","","","","1423 , 1565","SMb3uS5hHF4qaDavIozNUc , FqyJgvF1pb4R2rP6ddr_G7 , 7N4pbzAPAZ4eeXBR9GM368 , _8DuWXzc9j4tiPOZxQU9ya , L-UPglNq5N4ryj6XWKl4U0 , CIR99ENdVb4O2YjAPhbnlb , UOIL1_63S74SQTP2x62mj3","",
"Toolstring Verifier","","2403112-3v5","","","","","5.8","5/29/2024","Denver","Leased","Oxy3","","2/1/2026","","","Y","","N","TWG-Windsor","Occidental Petroleum Corp","The Wireline Group","Rob Fogarty","N","","","944","PNFiR45xEs4wE1EJ8u_er7 , q4Rvve1a1v4eyIMaiB11J1 , 7trjjbtp9r49q7gx8om5l8 , aTb6lDZPjD4AEV6CEkPor5 , gRmmJUbwmi4ImrCbD52PKe , qaVd8jiuIQ4A6CbWV_MhRa","",
"Toolstring Verifier","","2504181-3v5","","","","","5.9","9/12/2025","Denver","Leased","12138","","1/22/2026","","","Y","","N","LES-West Texas","HighPeak Energy","Liberty Energy Inc.","Eric Williams","","","","1419 , 1421","6Eu70_FKKa4GIDCB_NTem2 , 7yZtMPuGud4OqODFXG3zo7 , 904HBmH4LL4q2dXnmKZqG4 , 2bVgAvgWH64jIYSy4GTsD0 , uUEhtOWNPo4catlvEVoeg4 , l9krMtxI774AQGSQwsn-t5","",
"Toolstring Verifier","","2504178-3v5","","","","","5.9","10/10/2025","Midland","Leased","139","","1/18/2026","","","Y","","N","NES-Longview","Expand Energy","Nine Energy Service, Inc.","Eric Williams","","","","1174 , 1213 , 1337 , 1345 , 1349","zYWcCzPa-v4PInnQBhgVy1 , Y4gp5zW5Ce4CURUbhTUI3a , D7qbiAT4KY4fAzcmHCRIce , eMLmwgI7bB4EQpo__iYRU2 , oQhXqOsaXI47i2B5YGkVI8 , NyQs72qJeU4nm67nHrhw91","",
"Toolstring Verifier","","220845-3v5","","","","","5.5","1/16/2026","Denver","Leased","Shop","","1/16/2026","https://www.fedex.com/fedextrack/?trknbr=887937824472&trkqual=2461056000~887937824472~FX","Shipped from Reach to Charleroi","Y","","N","NES-Charleroi","Not Specified","Nine Energy Service, Inc.","Robert Grissom","","","","","","",
"Toolstring Verifier","","2402109-3v5","","","","","4.9","4/24/2024","Denver","Leased","210","","1/16/2026","","","Y","","N","RMWS-Grand Junction","Not Specified","Rocky Mountain Wireline Service","Robert Grissom","","","","","u7EfxI-ylB4Z21ASmR-BNc , SdMe8xOKTj4BY5VR8bf998 , EoACPSTnst4iiK62kcsGNb , oJTsMgyneD4saMIyiyI_f3 , VCJwrFzJ-34V6Y7RnJSone , L3Ey6nr_-z44QTzwQIWI2b","",
"Toolstring Verifier","","2510195","","","","","5.9","12/30/2025","Williston","At Facility","","","1/13/2026","","Sent to Williston on 1-13-26","Y","","","","","","Mike Grober","","","","","CDn4SNtjoG42qzsqCMVzK6","",
"Toolstring Verifier","","2504179-3v5","","","","","5.7","10/1/2025","Denver","In Repair","","","1/12/2026","","","Y","","","","","","Robert Grissom","","","","1622","WbeKTnLWbI4U6y3F67ehIb , 7tDDJD5kaO4lQ_a-r4wA70 , ptGbW6hYR_4r6OhBJtgck4 , XOVaENDc3M4TAyDheNWbB7","",
"Toolstring Verifier","","2502167-3v5","","","","","5.8","7/11/2025","Denver","Leased","No Truck Number Yet","","12/31/2025","","Second Civitas Truck","Y","","N","TIER-Platteville","Civitas Resources","Tier 1 Completions Solutions, Inc.","Rob Fogarty","","","","1338 , 1347","TzpuIo7A4r4t2MrYWJ3V6a , gR2DDX6yA646QSBYytA6n5 , t1jxXampNs4CekIhdCYAl7 , A8aqfYRbk14PIXTKKe1Rva , P7QBDHet_R4_e8g2i0xDf6","",
"Toolstring Verifier","","2510194","","","","","5.9","12/30/2025","Midland","Leased","139","","12/31/2025","","","Y","","N","NES-Longview","Expand Energy","Nine Energy Service, Inc.","Eric Williams","","","","1344","NsLX4mgXVy4eA21eydxXZd , f_OlKtgpDK4SMETpJdiylc","",
"Toolstring Verifier","","230456-3v5","","","","","5.9","2/19/2024","Midland","Leased","na","","12/28/2025","","updated to 5.9 from 5.5 could not read G force switches","Y","","N","TIER-Midland","Matador Resources Company","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","","765 , 1363","B61OtJpKBw4HQdS39aoczf , 8z-OJ5_0eG4zMdtZJYqz1d , lWHuopMw2Y4g6hNPsigj16 , i3V2f9UFim4IiNH4B4o2Q4","",
"Toolstring Verifier","","220850-3v5","","","","","5.8","1/26/2024","Denver","Leased","verdad","","12/27/2025","","","Y","","N","TIER-Platteville","Verdad Resources","Tier 1 Completions Solutions, Inc.","Rob Fogarty","","","","","0z1e14SZHD4z26RodLlbJ0 , r6gijNALzZ4k63lRqBKKWe , AafrfkhcVO4_q3HhnNh_b1 , V0PYAYinkE4em5XNdzeDr6 , yTO4MegRKC4r2T2VGmmiB1 , Z5qSX2VJgW4fuCfZlQI79b , XIY-Jmn3YP4MaBK2OJDRDc","",
"Toolstring Verifier","","2408140","","","","","5.7","12/16/2024","Denver","Sold","","3478","12/22/2025","","","Y","","","LES-Platteville","Not Specified","Liberty Energy Inc.","Robert Grissom","","","","","Emu_DH7ALI4OYF1jqnofhf , QHjhYv5YsL4uyEo3ci8Vdd , fuBZat9U4v48ahF62S_Lg7 , 54Dipzf5824yEk7pu1Upn6","",
"Toolstring Verifier","","2504173-3v5","","","","","5.8","8/8/2025","Williston","Leased","626","","12/22/2025","","","Y","","N","GOW-Williston","Exxon Mobil Corporation","Go Wireline LLC","Theo Morris","","","","1322 , 1326","8KqMIJ-ybd4RQzHZ-BaUD0 , 6EJUG-Osj04wimV1VpEfL1 , nATjQvXvI34-YLJrH4vEua , wCmSUz7T4v4SqLEj_w2VP7","",
"Toolstring Verifier","","Legacy 01","","","","","5.9","11/17/2023","Denver","Leased","34","","12/22/2025","","","Y","","N","KLX-Platteville","Crowheart Energy","KLX Energy Services","Robert Grissom","N","","","","BSZCQVa0h_4MEugSAyjNv8 , AEdaPmxbKN4oIk2lkI4fqf , --8GnvZci74byWOKt_YH76 , K0S_0KcrqT4YAwlEulwwI6 , fyfecu6_ND4GyNKFB7T4Y6 , u9Piz7oAAc4qImaBp4qxZd , e3oRG9-GRZ4guQxMfdClH4 , -I1f8ezT8-4M6AARZ69xr2 , uOkS59BMT-4q29WFt-mUFd , 5mqBaqbmRf45uTw9GvqSB7","",
"Toolstring Verifier","","230463-3v5","","","","","5.9","7/13/2023","Denver","Leased","8111","","12/17/2025","","","Y","","N","TWG-Vernal","Koda Resources Operating","The Wireline Group","Robert Grissom","","","","1375","k6CCPAOIdz4fUUFp5s57K0 , 00GYYQAVOD46AmGjfWfD_a , fPm-fxGEzF48eKQuK5nNC8 , BTbDUivqRF4JebYYY8OSR7 , 4anTPIcCTW4_mm8F-vxaR4 , kXhJOkdPtw4EqlbCePauV9 , yry_ImGADH4XQQLlRlPyIa","",
"Toolstring Verifier","","2510188-3v5","","","","","5.9","12/16/2025","Midland","At Facility","","","12/16/2025","","","Y","","","","","","Max Killingsworth","","","","","","",
"Toolstring Verifier","","2510190-3v5","","","","","5.9","12/9/2025","Midland","Leased","12026","","12/15/2025","","","Y","","N","HWS-Victoria","ConocoPhillips","Horizontal Wireline Services","Theo Morris","","","","1282 , 1308","Y9doHBs6AO4FQlJqdsvJ9b , -I9Hr5fh7n4La-lEch0Av2","",
"Toolstring Verifier","","231186-3v5","","","","","5.7","1/3/2024","Williston","In Repair","","","12/11/2025","","Screen not functional, sent to repair on 12/11/25","Y","","","","","","Martin Aguilar","","","","","f0nveosCai4RAHavdmI3Yd , Dz7jtsX9HL4FIiK30aFnz1 , sF-wGfS4eA4sQEOmj-AHub , M5K8ZcF1Ty4re9uX5_77id","",
"Toolstring Verifier","","230455-3v5","","","","","5.7","7/5/2023","Midland","Leased","Na","","12/9/2025","","","Y","","N","TWG-Vernal","TESTING","The Wireline Group","Larry Beaver","","","","","rGYl-9Dak64TMpPKblxlqb , 75yAcaOiuu4-iHisxd1Mj3 , 3U3dCRTMtm4aMMShix4f8a , i_9wvV2UYb4s6L6agKyTia , g-LkpDlOD24CyzegWdMxp6 , 8mozuwpuz94KaYkRfXJCyf , teeTqjXx3b4hU5fnV1dNpe , RDsqFIEZz447YTQa65-3u5 , 2jG0T8Z9jT4EMekRu3D3va , rHq29tax7y4_qoClr-M0S6","",
"Toolstring Verifier","","231182-3v5","","","","","5.9","12/8/2025","Midland","Leased","2112","","12/8/2025","","Updated to 5.9","Y","","N","TIER-Oklahoma","Validus Energy","Tier 1 Completions Solutions, Inc.","Mike Grober","","","","766","NZgf579fUh4WufNfOHNiy5 , Hfb63q8_fn4ZU20o-hDjCf , zfaQsqrm0K4Iaw-VrC-dH8 , 4djGlr2ZNl4L6NMsGNeLZ9 , MKYiewrGdE4JU-pdsLnPTd , f6FzmcIe_x4iQ1jyVv1ija","",
"Toolstring Verifier","","2502163-3v5","","","","","5.9","6/6/2025","Midland","Leased","NA","","12/4/2025","","","N","","N","NES-Longview","BBL Operating Company LLC","Nine Energy Service, Inc.","Larry Beaver","","","","1294","FcJ9-PeoOY4paUvVMtKXaf , oFLZ4oTxzZ4tYfVhlUpumb , b3i5Nl273I4qMMmERrX087","",
"Toolstring Verifier","","2510183","","","","","5.8","11/4/2025","Williston","Leased","Zavannah","","11/8/2025","","","Y","","N","GOW-Williston","Zavanna","Go Wireline LLC","Martin Aguilar","N","","","","U0CXDXT4U94JyoQC_9MVnd , 8Eoi-hP6Xo4Uqza0G7XKke","",
"Toolstring Verifier","","2504176-3v5","","","","","5.8","10/31/2025","Midland","Leased","will update","","11/7/2025","","","Y","","N","TWG-Vernal","ConocoPhillips","The Wireline Group","Larry Beaver","","","","1221 , 1229","ZSLww35Tip4Vaz4K-1LnX5 , lijsrR9tP84z6naX9pDRhc","",
"Toolstring Verifier","","24011152-3v5","","","","","5.5","3/28/2025","Midland","At Facility","","","11/3/2025","","","N","","","","","","Robert Grissom","","","","","rrv9_9JNWE48uEQ7UdCW9a , zvPOgWouJ04ReItd5F1se3","",
"Toolstring Verifier","","2408145-3v5","","","","","5.7","12/22/2024","Midland","At Facility","","","11/3/2025","","","N","","","","","","Robert Grissom","","","","","SMbVeBgBMo4g2-UcVpbmjb , MJ-TmqS59M4seaspFoibNa","",
"Toolstring Verifier","","2502160-3v5","","","","","5.8","6/6/2025","Midland","Leased","NA","","11/3/2025","","","Y","","N","TIER-Midland","HighPeak Energy","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","","1307","EzrVFnzv344XuPTL3yfk8f , SsA6vzLNcu49yNXywlrCh4 , eKcOY13lMd4Z2BgAkv-24f , G-nnDfCdU641UsDz6ybv96 , 9u-OMza9_N4-i-Pfp2GIBd , BneoXnueUL49QLgAFuLY17 , RQ35z62wPG4aIY7Jlq7Z-8 , __dt_x6gnl4LI-TbV2bT-d , ZESgbi4Hep4OErcphNXmL6 , Uo88x3P9DG4-UIgxSkB3Eb","",
"Toolstring Verifier","","SVU-Loaner-02","","","","","5.4","4/4/2024","Midland","At Facility","","","11/3/2025","","","N","","","","","","Robert Grissom","","","","","CBHyOytDlv4h2ycXFgqmx9 , EP33aRCNL54riXFn9KLO84 , QYCR8tLxrD4yqHPWLbiyDf , jd9xhQVpXT4FEHAXK4OSgd , 8XM8Hzm96Z4UEqsAU6SgR3 , NrS9Us9DEU4Z6-AwUdxo1f","",
"Toolstring Verifier","","2404113-3v5","","","","","5.5","6/11/2024","Midland","At Facility","","","11/3/2025","","","N","","","","","","Robert Grissom","","","","","6wGEOJWiPZ4bUB8LRBh2_a , PMHKJwzdlc4WySpDCZY1W1 , -MyU1BRSDS4iI_bbWQgao2 , ljKsKdpp2Y41UPP5fEpMTc , qa_46TMwiv4TmXfmDDysa5 , kCET-DMixO42iKAWB_jQJ3 , J2dhy4Pm-j4bUO9NNVpsO0 , n8Kkg4OEbT4KYne41fVQ0e","",
"Toolstring Verifier","","2504182-3v5","","","","","5.8","11/3/2025","Midland","Leased","138","","11/3/2025","","Shipped from Hassan to Charleroi. Spare for Snyder Brothers","Y","","Y","NES-Charleroi","Snyder Brothers Inc","Nine Energy Service, Inc.","Eric Williams","","","","","","",
"Toolstring Verifier","","2504180-3v5","","","","","5.8","9/12/2025","Midland","Leased","119","","11/3/2025","","","Y","","N","NES-Charleroi","Snyder Brothers Inc","Nine Energy Service, Inc.","Eric Williams","","","","1223 , 1237","Cq-FcMApLY4nUmhE_e_fX8","",
"Toolstring Verifier","","2411146-3v5","","","","","5.8","4/22/2025","Williston","Loaned","Spare at shop","","11/3/2025","","","Y","","Y","GOW-Williston","Shop","Go Wireline LLC","Robert Grissom","Y","","","1329","f_P5nAEMCW41QsuVKo2jL5 , taI8OgyDNS4leiwwjg6JVf","",
"Toolstring Verifier","","211236-3v5","","","","","4.7","8/2/2023","Midland","At Facility","","","11/3/2025","","","N","","","","","","Robert Grissom","","","","","83zOhhcp6U4_e8w3pDcHb3 , Sk_XqWPY1u4gq2FXICljUc , TD551MC0Xr4MYWVf2aduEa , KEKiyV6k1F4zyWsdNpBYIe , UxnUzwAtrP4NAhpN-eGUp6","",
"Toolstring Verifier","","2402107-3v5","","","","","5.8","5/8/2024","Williston","Leased","Phoenix","","11/2/2025","","","Y","","N","GOW-Williston","Phoenix Operating LLC","Go Wireline LLC","Martin Aguilar","N","","","","gBg37wN8kW4FMmOajBIbs4 , 5ScAkfsyG141UHA_HXkSIc , j0ajZA08JQ42YY2qbd4-m7 , PPvPT6zUSI4GQgfTUPhJ2b , inh40OTRBJ4kYB-cfGRTI4","",
"Toolstring Verifier","","230460-3v5","","","","","5.8","7/5/2023","Williston","Sold","","Unknown","11/2/2025","","","Y","","","GOW-Williston","Chord Energy Corp","Go Wireline LLC","Martin Aguilar","","","","1327","lEuOGu9v1N4ZMLONl3Ifoa , W_y6pOSA9r4nut4WPvrJia , sTBuCLQVEw42etTYZpo5Qe , HI81_Yxgdr4pUOKe60yhg0","",
"Toolstring Verifier","","2408144","","","","","5.6","12/16/2024","Midland","In Repair","","","10/22/2025","","","Y","","","","","","Robert Grissom","","","","","1xbs5zH_lA4iQCZMwKCV-c","",
"Toolstring Verifier","","2504172-3v5","","","","","5.7","8/8/2025","Denver","Leased","2131","","10/21/2025","","","Y","","N","TIER-Platteville","Bison Oil & Gas","Tier 1 Completions Solutions, Inc.","Rob Fogarty","","","","","GEeD4D_YO34v2cG4cKi4D6 , bcv1PiSN1V4lEZnZ4_2Br5 , UCKQtx5K8S49UdTYKJggMa , pIecgPcZNc4B6K9kbsXgud","",
"Toolstring Verifier","","2504177-3v5","","","","","5.7","10/10/2025","Midland","Leased","NA","","10/10/2025","","","Y","","N","TIER-Midland","Altamont Energy","Tier 1 Completions Solutions, Inc.","Larry Beaver","N","","","","_X4sHYMLfx4dulmv5zHTw2 , 8uuILySN314KqfL-LNbDe0 , HrZfMaMJ5f4OEJ4R14_22f , XPIz7uYJje4-I8m4-C6325 , 4O3mnhQ7QO4j6gaZxKs-td , FexKip1LP14xqoZBF2Ff69 , iHk0zzf97n4JeU2hpGTnV7 , ryrYZwC76o4xyCe99_pU5c , lddLi3fge94gYWHPf44jt1 , FBBTpAvznw4xmqQAxSrtJd","",
"Toolstring Verifier","","2502156-3v5","","","","","5.7","5/22/2025","Midland","Sold","","","9/13/2025","","Zach sold to TWG","Y","","","TWG-Windsor","Occidental Petroleum Corp","The Wireline Group","","","","","","y9_SSEbVj94b6UyzgoLOVa , F2yzW3csSb45MPWeNM_Ab7 , CWPqtkFoiv4LerlnZR0K8a","",
"Toolstring Verifier","","2404114-3V5","","","","","4.8","6/13/2024","Denver","Leased","","","8/13/2025","","Shipping to Canada","Y","","N","BEC-Canada","","Bonnetts Energy Corp","","","","","","nNXzMYYHA44UqJqfNlOTf7 , QIw15GlePY4MYdRtxYEfM7 , CqrADk6CEX4OEoKVLCPQZ6 , 8lkPzyETNd4qiqVVAjjEMa , 9wv5dIe52d4M21RNDXneod , ARQ3B0iTLD4qaOEBaYIho6 , Hgxg5qbNts4fi-MwvxVj4d , TofXFmn9Zi43I9iyxX60Yc","",
"Toolstring Verifier","","2408143-3v5","","","","","5.5","3/28/2025","Williston","Leased","3134","","8/13/2025","","","Y","","N","BEC-Canada","","Bonnetts Energy Corp","","","","","","i1aIds5lc44YUSlKTRnSv9 , OIZ3gbxZyH4QQZ_Q20GP-0 , Tj0GspFrxX4iaFsZ2AANbb , RZY0oVfQpW4NuJuZQ44vC4 , oCpuQJzxyQ4NUqT93rhGz9","",
"Toolstring Verifier","","230457-3v5","","","","","5.5","7/13/2023","Williston","Sold","","","8/13/2025","","Sent from Williston to Canada on May 30th","Y","","","BEC-Canada","","Bonnetts Energy Corp","","","","","932 , 933","uScwHStBa14rYJZvtcrEpc , lQQBmOFTOn4ZYjdjZ9vifb , fGZssYYsTT4xqto88sswN2 , Gp4knhbY2g4heZPt-4uYQ7 , 4X5yDoyDB84b2fH07x5oC0 , 6OQqXbVqI24gqXH9R5aMn6 , nX6iOESFPH4SMfQDdNED-c , zSUg3UwT0t4Fmo6ne28FA5 , Fme9HdZydP4AUQW-LCXVL7 , pYtQeeJWeL4Q2001e4hxW3","",
"Toolstring Verifier","","2411151","","","","","5.5","3/31/2025","Williston","Leased","","","8/13/2025","","At shop as extra","Y","","N","BEC-Canada","","Bonnetts Energy Corp","","","","","","GYWgYfsmhB4uumMBodtGb3 , J0T7FpuJIn4YU1OUV_jsBb , bar7bkiLac4JemxDKwUYm8 , 7idpUKSxrb4K60xJI0xM_f , oYSlZAru9I4dq8FZc5tp_9","",
"Toolstring Verifier","","2502157-3v5","","","","","5.5","5/23/2025","Midland","Leased","","","8/13/2025","","Sent to Canada on 5-30-25.","Y","","N","BEC-Canada","","Bonnetts Energy Corp","","","","","","zrwXv9axIl45IQBeo6QUR8 , iuIV4Gz_Bl4VUCjq9RcXf3 , 9XwALyFXuh4MI60lIbkCy1","",
"Toolstring Verifier","","2411153","","","","","5.5","3/31/2025","Williston","Leased","1133","","8/13/2025","","","Y","","N","BEC-Canada","","Bonnetts Energy Corp","","","","","1043 , 1048 , 1053","DsmUOieEt04-iJ4fsARNYd , LsoGTNyfo54JI7zd96t2ub , EWLpZQ6Svv4wIxG1FnwPbd , -IbftCscnq4iASOjuqBTKd","",
"Toolstring Verifier","","231183-3v5","","","","","4.7","1/3/2024","Williston","In Repair","","","8/12/2025","","****Water Damage. Not Repairable****","Y","","","","","","","","","","663 , 849","g7Z1UG1GNg4LMj60XhQNG3 , APvf9BMBTN4jEBmu1KJnc1 , fy9A0kmSTp4bUw6UJxbrid","",
"Toolstring Verifier","","2407133-3v5","","","","","5.7","12/6/2024","Denver","Leased","","","8/7/2025","","","Y","","N","TWG-Grand Junction","","The Wireline Group","","","","","","0HR2Y3Zmt44gAfZUqf-6Sa , PmsgY3TzU54fiurtwUAGw7","",
"Toolstring Verifier","","2502169-3v5","","","","","5.7","7/11/2025","Williston","Leased","","","8/5/2025","","Received from Midland","Y","","N","BEC-Canada","Artis Exploration Ltd.","Bonnetts Energy Corp","","","","","","MK8Kwbatde4q6kHIdyhzm8 , i-kI50h26R4geevL_RAej5 , 7E3eSLur5D4q2JFo0QxpF9","",
"Toolstring Verifier","","230679-3v5","","","","","5.5","11/13/2023","Midland","In Repair","","","7/29/2025","","Unit returned by customer, display is inoperable. Sent to AWS for repair.","Y","","","","","","","","","","","HboblheI004Qi8ArucYvsd , 9hVtBm_PKm48mZk4OFOrFb , P2PUHGw7dW48ARV0EECUIe","",
"Toolstring Verifier","","2504171","","","","","5.7","7/11/2025","Williston","Loaned","","","7/28/2025","","Surefire day shop using for toe preps.","Y","","N","SRF-Williston","Phoenix Operating LLC","Surefire Wireline West, LLC","","","","","","HDvj3JnY704xu2WOsUviv7 , 72RMpr67bX45qdKn8gux18 , hsq_nAiUjZ4se-0mRtHso3","",
"Toolstring Verifier","","2406121 3v5","","","","","5.6","8/1/2024","Denver","Leased","226","","7/17/2025","","","Y","","N","RMWS-Johnstown","","Rocky Mountain Wireline Service","","","","","","YWH5tFURaO4iE3cTtsB0Y5 , ZnnyFjBGC74cQQXdMcWC94 , CAUzv09A6x4o67wI2R1pU7 , xdTQkJLZJT4sutCkp1LRe4 , rv1RN-OpVi4IEuTirpY-Y4 , YYDHlhIEdf4sIiaTnICFT0 , b4zAaANXQl4kYwzPGOQMW6 , Krhx5ul8q64sAIuFrzPRl7 , eGQyEXEJVt4xuM-L0bHKS8 , oyPiMcJuHZ4vAbF1Vk6Oz2 , imSyr9EiEW4oyHTvBMUfKb","",
"Toolstring Verifier","","2502161-3v5","","","","","5.6","","Midland","Sold","","SO3487","7/10/2025","","","Y","","","HWS-Victoria","Formentera","Horizontal Wireline Services","","","","","","GT9Doh67m549QVHJ9u8ah1 , __Zc6iye3c4meO6NI3szLe","",
"Toolstring Verifier","","2502164-3v5","","","","","5.5","","Williston","Leased","","","6/22/2025","","Dave took to Surefire shop to replace one that screen didn’t work","Y","","N","SRF-Williston","Shop","Surefire Wireline West, LLC","","","","","1629","9nrkMJl-4x4w6xIqfor2f7 , Wu-N5YMqtE4aUfPju9lCR6 , 1zFu1Cgrrm42YKpXSMRgBd","",
"Toolstring Verifier","","2408142-3v5","","","","","5.6","12/22/2024","Williston","Leased","","","6/19/2025","","","Y","","N","SRF-Williston","Continental Resources","Surefire Wireline West, LLC","","","","","1100","khvqeFFA-94uipNfvwN-R9 , 9Ek-Qo4E_p4TEMF-c9hqi9 , WZhrAduK2P4K2iGekJjUXa , 3Acvsh-csJ4aA_C3qW3Q87 , j1qlgMqWyI4MAi6hT2iVf2","",
"Toolstring Verifier","","230673-3v5","","","","","5.2","","Denver","At Facility","","","5/27/2025","","Ship to Robert","N","","","","","","","","","","","0DRvsovp5G4LM44nKnFgt8 , TPRYlYulJq4YmxXqeozObf , w0eAy0gewC4XAMA-l_ApKd , vFCqpQ4b3I4haEQ1Kfl0q6 , E2rUnG3LrB4xQ3LeYXprR9 , W14-iDDVDL4YqVteHegIkc","",
"Toolstring Verifier","","2406124-3v5","","","","","5.5","8/29/2024","Midland","Loaned","","","5/27/2025","","Sent to DB Industries to for installing switches in cobra power charges 5/27/25","Y","","N","","","Diamondback Industries","","","","","","DXpuSntyrp4sQBI7x9Y-93 , kZCMh_dkFf4BQqKgLfI1-d , I3PXeil9gK47I7T86ukQCc , ZX23CvB9vB4nI4B7LwZoN1 , e3BixCIjEk40ekiP3kOk96","",
"Toolstring Verifier","","2402108-3v5","","","","","5.2","4/23/2024","Midland","Leased","5006","","5/9/2025","","","Y","","N","TWG-Windsor","Chevron Corp","The Wireline Group","","","","","","pMqfCKDqNe47QzJHVi43p7 , wRZ2DJJTIU4uek4DtXBLtf , VjVYYsSMTJ4SiFNNYs5gla , blC9Ensfyc4kUsvF80uhz9 , jliL1lLyyt4-I8a8YGq-7c","",
"Toolstring Verifier","","211234-3v5","","","","","5.5","1/26/2024","Midland","Leased","","","5/8/2025","","Updated to 5.5 on 5-8-25","Y","","N","","","Tier 1 Completions Solutions, Inc.","","","","","","aIbLgNxFf_4buao12_Hfkf , JKILp65GyP4dyfwFXdmZS9 , rEqdVdGvoF4XEnK7_Rs1Z8 , gd_godA5904bAW5-cTi8U9 , y8uCqbq7614yq3vIVnOgE9 , t__qIq7BjC4Hy80A5_kXXd","",
"Toolstring Verifier","","SN2407132-3v5","","","","","5.5","11/8/2024","Midland","Leased","","","5/4/2025","","Updated to 5.5","Y","","N","PIN-Midland","Continental Resources","Pintail Completions","","","","","","p3onFaWKAJ4IYj6OdtXomc , Sh9VASd8fm40AGpFjmc8Bf","",
"Toolstring Verifier","","2406122-3v5","","","","","5.5","8/12/2024","Midland","Leased","","","5/4/2025","","Updated to 5.5","Y","","N","PIN-Midland","Continental Resources","Pintail Completions","","","","","662","2fr5rl5jsi4zysuHJYY9K1 , LM2vS3nL0t4OaDgnvmldh7 , 4Wlaz8yps144M9qXumqRz9","",
"Toolstring Verifier","","230459-3v5","","","","","5.5","7/13/2023","Williston","Leased","","","4/10/2025","","","Y","","N","GOW-Williston","","Go Wireline LLC","Robert Grissom","N","","","1328","uGg_sOmMlZ43egN_RotZ7a , rHFxXF09ce4Vibl95D2YKd , 5YWM21-MoM4YEzYah1S-dc , TKy4A5ItfX41QyI0H45505 , aDUzUk6Sio4yM5dB5X9i25 , GFP0F-VZOj4di2JDxMqTAb , OrJ0NHus3z46a_Cnoci_C5 , nCI_IMKZVX4haV1aORG9S3","",
"Toolstring Verifier","","2411147-3v5","","","","","5.5","4/2/2025","Denver","Leased","","","4/5/2025","","","Y","","N","RMWS-Johnstown","Civitas Resources","Rocky Mountain Wireline Service","","","","","","tlShXtK7Py4NqrkNMiMfAb","",
"Toolstring Verifier","","2408146-3v5","","","","","5.1","12/6/2024","Midland","At Facility","","","2/3/2025","","","N","","","","","","","","","","","8BGbwrcPGt4eAP3miglaZ4 , yxIum-kBQQ4Q2cAgxndyr4","",
"Toolstring Verifier","","2407131-3v5","","","","","5.1","11/8/2024","Williston","Leased","","","12/6/2024","","","N","","N","RMWS-Grand Junction","","Rocky Mountain Wireline Service","","","","","671","66tgvGiToK4RI454KOZmD9 , 00-A8YBKi_4fEheuzmox1e , 8rw_sZ0NOO4JYhNSp9Cxze , fLOT0v-MUx4CyrTyE5VEW9 , zuLxQLa9l54zaWjye9mvh2 , OnYY-BNhOV46uZ9cB-5gy6","",
"Toolstring Verifier","","2406126-3v5","","","","","5.1","9/26/2024","Midland","Leased","At their shop to test BRTs","","11/5/2024","","","Y","","N","TWG-Grand Junction","","The Wireline Group","","","","","645 , 657 , 666 , 1106","AXh0vyGzne4TU1NE9iUK41 , 0USySlMvi34P2MfZWUEKUc , eC-ZMKHKsi4Km4GQa_XBg9","",
